,Unnamed: 0,id,thread_number,timestamp,text,retweets,likes,replies,url,full_text
1303,1303,958049748396765184,Thread 75,1517251834,5/ Today's forcing out of McCabe should be seen as an act of criminal obstructionÃ¢??the product of a carefully coordiÃ¢?Â¦ https://t.co/tzFZ1wu0KJ,883,1956,0,https://t.co/tzFZ1wu0KJ,"5/
Today's forcing out of McCabe should be seen as an act of criminal obstruction—the product of a carefully coordinated conspiracy to obstruct justice that includes Devin Nunes and Donald Trump—every bit as significant as the ongoing plot to fire Rod Rosenstein and Bob Mueller."
1304,1304,958050090354139137,Thread 75,1517251915,6/ People forget that Rod Rosenstein is a key witness in the Obstruction case against TrumpÃ¢??just as McCabe is. So tÃ¢?Â¦ https://t.co/BRHgJO1kj7,507,1332,0,https://t.co/BRHgJO1kj7,"6/
People forget that Rod Rosenstein is a key witness in the Obstruction case against Trump—just as McCabe is. So the secret Trump- and Nunes-led effort to fire Rosenstein via the so-called ""Nunes Memo"" is part and parcel of the effort to intimidate, punish, and discredit McCabe."
1305,1305,958050578369740800,Thread 75,1517252032,7/ This type of conduct caused Nixon to resign and would've gotten him impeached had he not resigned. Trump has ideÃ¢?Â¦ https://t.co/9hq3s2iK1r,656,1482,0,https://t.co/9hq3s2iK1r,"7/
This type of conduct caused Nixon to resign and would've gotten him impeached had he not resigned. Trump has identified witnesses against him in an Obstruction investigation that could get him impeached—Comey, McCabe, Rosenstein, others—and is executing a plan to destroy them."
1306,1306,958051552492744704,Thread 75,1517252264,8/ Trump allies have pushed for Comey to be charged with crimes; pushed McCabe out at the FBI; pushed through the cÃ¢?Â¦ https://t.co/4fKnW73GTW,406,1022,0,https://t.co/4fKnW73GTW,"8/
Trump allies have pushed for Comey to be charged with crimes; pushed McCabe out at the FBI; pushed through the criminal referral of a Comey sources (Steele); are now pushing for Rosenstein's firing; and have worked for months to discredit Sessions—another Obstruction witness."
1307,1307,958052053372293120,Thread 75,1517252383,"9/ Criminal conspiracies are banal, not exciting. What America is seeing now is a run-of-the-mill criminal conspiraÃ¢?Â¦ https://t.co/c26j1NKkPz",535,1346,0,https://t.co/c26j1NKkPz,"9/
Criminal conspiracies are banal, not exciting. What America is seeing now is a run-of-the-mill criminal conspiracy to intimidate, punish, and discredit key witnesses in a federal investigation into High Crimes that could impeach a president and—perhaps, eventually—convict him."
1308,1308,958052579799429120,Thread 75,1517252509,"10/ This criminal conspiracy is ongoing and won't end anytime soon. Its next target is the Acting Attorney General,Ã¢?Â¦ https://t.co/yOv580uF21",554,1370,0,https://t.co/yOv580uF21,"10/
This criminal conspiracy is ongoing and won't end anytime soon. Its next target is the Acting Attorney General, Rod Rosenstein. Then the Attorney General, Jeff Sessions. And the effort against Comey and Baker is ongoing. All key witnesses. Congress must act to stop this. /end"
1309,1309,958053273700851718,Thread 75,1517252674,PS/ Reports indicate McCabe planned to retire in March and had *no* plans to step back from the FBI early. This newÃ¢?Â¦ https://t.co/bGvblTE70x,375,1047,0,https://t.co/bGvblTE70x,"PS/ Reports indicate McCabe planned to retire in March and had *no* plans to step back from the FBI early. This news is apparently a shock to those in the Bureau, and looks to be directly related to Trump allies' threats to release the so-called ""Nunes Memo"" to discredit the FBI."
1310,1310,958054374051405825,Thread 75,1517252937,"PS2/ McCabe *can* still testify against Trump, and *will* should Trump face impeachment. 

Trump's plan is to tarniÃ¢?Â¦ https://t.co/xnrLY9SciN",452,1293,0,https://t.co/xnrLY9SciN,"PS2/ McCabe *can* still testify against Trump, and *will* should Trump face impeachment.
Trump's plan is to tarnish McCabe's value as a witness by being able to say he left the FBI due to pro-Clinton, anti-Trump bias. Wray was—until today—blocking that. Then something happened."
1311,1311,958055469188251649,Thread 75,1517253198,PS3/ McCabe is still retiring in March; he has enough accumulated leave that he can resign his position now andÃ¢??perÃ¢?Â¦ https://t.co/yTVoUOIVJk,300,845,21,https://t.co/yTVoUOIVJk,"PS3/ McCabe is still retiring in March; he has enough accumulated leave that he can resign his position now and—per CNN—still retire with a full pension. But Trump and his allies will now be able to claim—in future proceedings—that McCabe had to leave early due to ""controversy."""
1312,1312,958055761896263682,Thread 75,1517253268,"PS4/ There can be no doubt that, if not for the pressure from Trump (tweets attacking him, a promise to release theÃ¢?Â¦ https://t.co/OhYZhwVkWK",323,940,23,https://t.co/OhYZhwVkWK,"PS4/ There can be no doubt that, if not for the pressure from Trump (tweets attacking him, a promise to release the Nunes Memo even without DOJ approval or oversight) McCabe would *not* be resigning his position—as he'd told his subordinates he'd be staying on through March 2018."
1313,1313,958057699647918080,Thread 75,1517253730,"PS5/ The NEW YORK TIMES is now confirming that, with FBI Deputy Director Andrew McCabe out of the way, the next ObsÃ¢?Â¦ https://t.co/5MauOKuudT",798,1147,0,https://t.co/5MauOKuudT,"PS5/ The NEW YORK TIMES is now confirming that, with FBI Deputy Director Andrew McCabe out of the way, the next Obstruction witness that Trump and his stooges in Congress plan to terrorize and discredit is Acting Attorney General Rod Rosenstein:
nytimes.com/2018/01/28/us/…"
1351,1351,957436790058684416,Thread 78,1517105693,"Okay, since we're remembering the Holocaust, I'm going to tell a story about my grandfather. He was, by and large,Ã¢?Â¦ https://t.co/XNVTHxwBsL",8041,11435,336,https://t.co/XNVTHxwBsL,"Okay, since we're remembering the Holocaust, I'm going to tell a story about my grandfather. He was, by and large, a strange man who treated his children and wife poorly. And the reasons were complicated, and rooted in his time in the Army."
1352,1352,957437150869446656,Thread 78,1517105779,Before WWII my grandather was a recent medical school grad who wanted to be a plastic surgeon. He was the son of anÃ¢?Â¦ https://t.co/sSfz0vf9tr,133,1306,0,https://t.co/sSfz0vf9tr,"Before WWII my grandather was a recent medical school grad who wanted to be a plastic surgeon. He was the son of an Italian immigrant who'd managed to get through school on his own dime, married a model (my grandmother was in Vogue, I'm told) and was all set to have a great life"
1353,1353,957437445665992705,Thread 78,1517105850,"He was somewhat isolationist, from what he'd told me. Didn't care about Europe or her problems, certainly didn't caÃ¢?Â¦ https://t.co/DrMoaYxbXQ",126,1226,0,https://t.co/DrMoaYxbXQ,"He was somewhat isolationist, from what he'd told me. Didn't care about Europe or her problems, certainly didn't care much about Jews. Typical stereotypes, saw them as greedy and money hungry. Didn't want to go over and fight. Then Pearl Harbor happened."
1354,1354,957437921539141632,Thread 78,1517105963,He ended up a doctor in the Army. He actually volunteered. Was so mad about the sneak attack. Thought he'd end up iÃ¢?Â¦ https://t.co/ctcc0SKeKg,128,1295,0,https://t.co/ctcc0SKeKg,"He ended up a doctor in the Army. He actually volunteered. Was so mad about the sneak attack. Thought he'd end up in the Pacific, but that's not how things went. Served in North Africa, then Italy, before D-Day. (He spoke Italian and German so he was valuable.)"
1355,1355,957438186241736704,Thread 78,1517106026,"Of course he saw a lot of shit. Told me about watching men die on D-Day, being unable to do anything for them. ToldÃ¢?Â¦ https://t.co/duIBjvmCFX",129,1299,0,https://t.co/duIBjvmCFX,"Of course he saw a lot of shit. Told me about watching men die on D-Day, being unable to do anything for them. Told me about the slow, inexorable march through Europe, the push to defeat the Germans. Told it in a very clinical way, because it barely mattered to him."
1356,1356,957438469265014784,Thread 78,1517106094,"What mattered to him was what happened after they'd pushed the Germans far enough back. 

See, my grandfather was oÃ¢?Â¦ https://t.co/JnFLHboN2L",265,1929,0,https://t.co/JnFLHboN2L,"What mattered to him was what happened after they'd pushed the Germans far enough back.
See, my grandfather was one of the first Americans to see a concentration camp. As a doctor, he was one of the first ones to treat the survivors. And it broke him."
1357,1357,957438995461373952,Thread 78,1517106219,"I want you to imagine that man, sitting in a chair in the basement of his son's house some forty years after, stariÃ¢?Â¦ https://t.co/rzbRgsKoSW",205,1761,0,https://t.co/rzbRgsKoSW,"I want you to imagine that man, sitting in a chair in the basement of his son's house some forty years after, staring off into space as he told his grandson about watching people die from starvation and dysentery. About trying to feed people and killing them."
1358,1358,957439287963746305,Thread 78,1517106289,"For my grandfather, that moment was the whole war. The utter failure of his world to save those people. He was a doÃ¢?Â¦ https://t.co/8ztPRE8bLF",342,2447,0,https://t.co/8ztPRE8bLF,"For my grandfather, that moment was the whole war. The utter failure of his world to save those people. He was a doctor and he couldn't save them. He came face to face with the industrialization of genocide and he simply broke, and remained broken for decades."
1359,1359,957439978300035072,Thread 78,1517106453,"He came home and had kids (my father was the oldest, born in 1948) and never recovered from what he'd seen. He wentÃ¢?Â¦ https://t.co/DtJxgqNtMG",166,1721,0,https://t.co/DtJxgqNtMG,"He came home and had kids (my father was the oldest, born in 1948) and never recovered from what he'd seen. He went into plastic surgery and was quite successful. He didn't love his wife anymore, or the children he had with her, or really anyone or anything. Nothing mattered."
1360,1360,957440336766234625,Thread 78,1517106539,The idea that people will try and tell you it wasn't real drove him insane. The idea that it could happen again herÃ¢?Â¦ https://t.co/yD4BneUxYx,299,2726,0,https://t.co/yD4BneUxYx,"The idea that people will try and tell you it wasn't real drove him insane. The idea that it could happen again here, that anyone could parrot the mad ideals that led to it, that his own relatives in Italy, his cousins had fought for fascism... he lived his life broken by it."
1361,1361,957440615012159493,Thread 78,1517106605,"He didn't come home and put it aside, because he couldn't. I remember being a child sitting in the basement with hiÃ¢?Â¦ https://t.co/AJkTyED5Hw",182,2185,0,https://t.co/AJkTyED5Hw,"He didn't come home and put it aside, because he couldn't. I remember being a child sitting in the basement with him while he shook and wept and told me these things that I was far too young to understand. Because somebody had to know, and his own son hated him."
1362,1362,957441101392039937,Thread 78,1517106721,"""I deserve it.""

He had brown eyes. I remember them, the way they looked.

""I should have left them years ago.""

ThÃ¢?Â¦ https://t.co/VZZeVLOSQg",267,2905,0,https://t.co/VZZeVLOSQg,"""I deserve it.""
He had brown eyes. I remember them, the way they looked.
""I should have left them years ago.""
The Holocaust was a real thing. Never let anyone tell you different, or try and reframe it as anything other than genocide."
1363,1363,957441696421179393,Thread 78,1517106863,"It was genocide against Jews, the Roma, homosexuals and it was waged in stages. Bergen-Belsen didn't spring up fromÃ¢?Â¦ https://t.co/dgeORqA0OP",743,3941,0,https://t.co/dgeORqA0OP,"It was genocide against Jews, the Roma, homosexuals and it was waged in stages. Bergen-Belsen didn't spring up from the ground like sown dragon's teeth. They started with restrictive laws, rhetoric, and grew. The oxygen that fueled that flame was the blind eyes the world turned."
1364,1364,957442108821876737,Thread 78,1517106961,These are the things that old man told me. While telling me about trying to feed a small Jewish girl and coming bacÃ¢?Â¦ https://t.co/FMRpAygEJK,248,2158,0,https://t.co/FMRpAygEJK,"These are the things that old man told me. While telling me about trying to feed a small Jewish girl and coming back to find her dead anyway. The smell of bodies and waste. ""So thick in the air I could see it."" That's the crop you grow when you sow these dragon's teeth. Dead kids"
1365,1365,957442418047008768,Thread 78,1517107035,He told me that it was real. That it was death industrialized. That it was carried out right up until the end. ThatÃ¢?Â¦ https://t.co/a1jVpi6R0e,392,2657,0,https://t.co/a1jVpi6R0e,"He told me that it was real. That it was death industrialized. That it was carried out right up until the end. That we... the USA... did nothing to stop it, when we could have. That people like him had even supported turning boatloads of Jews away in the 30's."
1366,1366,957442716115218432,Thread 78,1517107106,"I remember as much of it as I can for him because he's gone now. 

The Holocaust was real. He saw it. He told me. We can't ever forget.",806,7584,0,,"I remember as much of it as I can for him because he's gone now.
The Holocaust was real. He saw it. He told me. We can't ever forget."
1404,1404,960142833129787394,Thread 81,1517750864,My wife asked if I could make something like this photo (but a little different) so we could print it up and put itÃ¢?Â¦ https://t.co/PF9QtrN2zG,9,53,5,https://t.co/PF9QtrN2zG,"My wife asked if I could make something like this photo (but a little different) so we could print it up and put it up in our house.... Um ... YES I CAN!
#mathart"
1405,1405,960143276975194112,Thread 81,1517750970,(what I have after a bit of hacking around) https://t.co/aNiTfNBTUo,1,9,4,https://t.co/aNiTfNBTUo,(what I have after a bit of hacking around)
1406,1406,960146274187083778,Thread 81,1517751685,"Plus, any project that naturally uses phi is awesome! https://t.co/ZfM0am0BYS",1,7,1,https://t.co/ZfM0am0BYS,"Plus, any project that naturally uses phi is awesome!"
1407,1407,960148342708817921,Thread 81,1517752178,"(why did I name it fib? Who knows, just changed it to phi and phiAngle)",0,2,1,,"(why did I name it fib? Who knows, just changed it to phi and phiAngle)"
1408,1408,960154832861614080,Thread 81,1517753725,.@mpershan The spacing is the battle. HereÃ¢??s another approach using 34 log spirals (desmos: https://t.co/CtUKrluTxSÃ¢?Â¦ https://t.co/WgR5VoonRD,0,9,1,https://t.co/CtUKrluTxSÃ¢?Â¦ ,Here’s the gif of this version:
1409,1409,960156798295728128,Thread 81,1517754194,"if you fiddle with the circle size then you get this, which is totally not the same as the original: https://t.co/28hXK7k7Nw",5,15,4,https://t.co/28hXK7k7Nw,".
@mpershan
The spacing is the battle. Here’s another approach using 34 log spirals (desmos:
desmos.com/calculator/nvf…
) with 55 seeds evenly dispersed along each spiral."
1410,1410,960557902561005568,Thread 81,1517849824,Thanks to @_kcnarf who recognized the original image as a Phyllotaxis arragement (easy to implement too!) Here's aÃ¢?Â¦ https://t.co/ajJFiJwELW,0,4,2,https://t.co/ajJFiJwELW,"if you fiddle with the circle size then you get this, which is totally not the same as the original:"
1411,1411,960561536170422278,Thread 81,1517850691,"@_Kcnarf Yep, that's it! The colors are randomly coming from this photo from flickr (cc allowed) https://t.co/GiZWpnLJiK",0,7,1,https://t.co/GiZWpnLJiK,"Thanks to
@_kcnarf
who recognized the original image as a Phyllotaxis arragement (easy to implement too!) Here's a gif:
desmos.com/calculator/s2t…
External Tweet loading...
If nothing shows, it may have been deleted
by @_Kcnarf
view original on Twitter
bl.ocks.org/mbostock/11463…"
1412,1412,960563379575443457,Thread 81,1517851130,@_Kcnarf (flickr link: https://t.co/KzFAnu1csj ),0,0,2,https://t.co/KzFAnu1csj ),"Yep, that's it! The colors are randomly coming from this photo from flickr (cc allowed)"
1413,1413,960710570881306624,Thread 81,1517886223,@_Kcnarf HereÃ¢??s an improved version that grabs colors from a new source (a HDR sunset on the ocean photo) &amp; gets riÃ¢?Â¦ https://t.co/FDwhjNp7Yc,0,7,2,https://t.co/FDwhjNp7Yc,"(flickr link:
flickr.com/photos/amatuer…
)"
1414,1414,960710877333901312,Thread 81,1517886296,And hereÃ¢??s a weird one that makes triangles out of the three closest points. https://t.co/POEeA1yV8C,5,45,3,https://t.co/POEeA1yV8C,"Here’s an improved version that grabs colors from a new source (a HDR sunset on the ocean photo) & gets rid of the super light colors. First uses fibonacci numbers 34 and 55, and the second is the phyllotaxis arrangement.
#mathart"
1415,1415,960722082245038080,Thread 81,1517888968,Phyllotaxis in desmos: https://t.co/IsuXWFELQZ (also check out @LukeSelfwalker https://t.co/oYRUfA2ueb ) https://t.co/hVqzUyX0wS,0,6,2,https://t.co/IsuXWFELQZ (also check out @LukeSelfwalker ,And here’s a weird one that makes triangles out of the three closest points.
1416,1416,960722546881638400,Thread 81,1517889079,"And here is the fibonacci technique in desmos (tougher to do, requires a 2D list): https://t.co/TbpsQJlzWy https://t.co/3tKmkb8F8r",0,6,1,https://t.co/TbpsQJlzWy ,"Phyllotaxis in desmos:
desmos.com/calculator/cfj…
(also check out
@LukeSelfwalker
External Tweet loading...
If nothing shows, it may have been deleted
by @LukeSelfwalker
view original on Twitter
)"
1417,1417,960879962902450176,Thread 81,1517926610,Here's the voronoi version (distance capped out so the outside stays white) (thanks again for the inspiration FrancÃ¢?Â¦ https://t.co/61DrtfIAMF,4,15,2,https://t.co/61DrtfIAMF,"And here is the fibonacci technique in desmos (tougher to do, requires a 2D list):
desmos.com/calculator/dxh…"
1418,1418,960939253718020098,Thread 81,1517940746,Voronoi of the Fibonacci version of these sketches: https://t.co/SGJCZEmFQA,1,3,3,https://t.co/SGJCZEmFQA,"Here's the voronoi version (distance capped out so the outside stays white) (thanks again for the inspiration Franck!
External Tweet loading...
If nothing shows, it may have been deleted
by @_Kcnarf
view original on Twitter
)"
1419,1419,961021338012942336,Thread 81,1517960316,B&amp;W Voronoi https://t.co/Pt269hG2Ov,1,7,2,https://t.co/Pt269hG2Ov,Voronoi of the Fibonacci version of these sketches:
1420,1420,961274407359537152,Thread 81,1518020652,Gif form :-) https://t.co/jRrLCXct8b,0,2,1,https://t.co/jRrLCXct8b,
1421,1421,962039587836108800,Thread 81,1518203086,The Phyllotaxis Triangles products are up on @society6 (if interested): https://t.co/IxWmrNa2G6 https://t.co/fyDjHWCa9f,1,7,1,https://t.co/IxWmrNa2G6 ,
1422,1422,962113029843374081,Thread 81,1518220596,In other golden ratio spiral news: Tree Mountain. https://t.co/Yxxn7sL6SR,1,2,1,https://t.co/Yxxn7sL6SR,
1423,1423,962159410884874240,Thread 81,1518231654,Similar idea to the triangle sketch. If you start off with the center seed and make a line to the next closest seedÃ¢?Â¦ https://t.co/Af5L59WIu8,0,0,0,https://t.co/Af5L59WIu8,
1424,1424,960902808269676546,Thread 82,1517932056,Know how Social Security and Medicare are referred to as the Ã¢??third railÃ¢?? Ã¢?? because cutting them is understood to bÃ¢?Â¦ https://t.co/NglrhmURvv,298,483,16,https://t.co/NglrhmURvv,"Know how Social Security and Medicare are referred to as the “third rail” – because cutting them is understood to be political suicide?
Well, it turns out it’s not just Social Security & Medicare.
Follow along for details on a new poll the GOP should pay close attention to.
1/x"
1425,1425,960902928390348801,Thread 82,1517932085,"Trump and Congressional Republicans learned the hard way last year how immensely popular Medicaid is, when in manyÃ¢?Â¦ https://t.co/EGR0KGWvb3",119,275,3,https://t.co/EGR0KGWvb3,"Trump and Congressional Republicans learned the hard way last year how immensely popular Medicaid is, when in many ways it saved the ACA.
New polling shows a whopping **80% of Americans** oppose cutting Medicaid.
2/x"
1426,1426,960903039648436224,Thread 82,1517932112,"And itÃ¢??s not just Medicaid folks donÃ¢??t want to see cut. 

Americans overwhelminglyÃ¢??and across party linesÃ¢??oppose PrÃ¢?Â¦ https://t.co/kXTA1pSWxg",88,183,2,https://t.co/kXTA1pSWxg,"And it’s not just Medicaid folks don’t want to see cut.
Americans overwhelmingly—and across party lines—oppose President Trump and Speaker Ryan’s proposals to slash nutrition assistance, affordable housing, disability benefits, energy assistance, and more.
3/x"
1427,1427,960903519833411584,Thread 82,1517932226,"Among the poll's findings:

Ã¢??Ã¯Â¸? 78% oppose cutting Social Security disability benefits
Ã¢??Ã¯Â¸? 78% oppose cutting LIHEAPÃ¢?Â¦ https://t.co/YeLaXnbrAK",167,286,4,https://t.co/YeLaXnbrAK,"Among the poll's findings:
☑️ 78% oppose cutting Social Security disability benefits
☑️ 78% oppose cutting LIHEAP
☑️ 77% oppose cutting Unemployment Insurance
☑️ 73% oppose cutting affordable housing
☑️ 66% oppose cutting nutrition assistance
4/x"
1428,1428,960903658178334722,Thread 82,1517932259,NOTE TO @GOP: Opposition to cutting these and other critical programs cuts *across party lines* -- with majoritiesÃ¢?Â¦ https://t.co/Ew1yU7zOZp,60,132,2,https://t.co/Ew1yU7zOZp,"NOTE TO
@GOP
: Opposition to cutting these and other critical programs cuts *across party lines* -- with majorities of Trump voters and Republicans opposing these cuts.
5/x"
1429,1429,960904025066688513,Thread 82,1517932346,"@GOP Meanwhile, the poll finds that people understand Trump and RyanÃ¢??s proposals to slash these and other criticalÃ¢?Â¦ https://t.co/Wz28tkWber",65,153,1,https://t.co/Wz28tkWber,"Meanwhile, the poll finds that people understand Trump and Ryan’s proposals to slash these and other critical programs are to pay for the recently passed
#TrumpTaxScam
-- which makes them oppose benefit cuts even more.
6/x"
1430,1430,960904428143464448,Thread 82,1517932443,"@GOP Now for the kickerÃ¢?Â¦ 

Majorities of Americans report they would be *less likely to vote for* a candidate who sÃ¢?Â¦ https://t.co/Dvak40Xcf6",79,185,3,https://t.co/Dvak40Xcf6,"Now for the kicker…
Majorities of Americans report they would be *less likely to vote for* a candidate who supports cuts to these programs.
READ: If the GOP moves forward w/ proposals to cut Medicaid, nutrition, housing, & more, they'll be signing their own pink slips.
7/x"
1431,1431,960904582586159104,Thread 82,1517932479,@GOP A big part of why Americans oppose cuts to programs that help families afford the basics is because they get tÃ¢?Â¦ https://t.co/JDxcU9EePK,60,151,2,https://t.co/JDxcU9EePK,"A big part of why Americans oppose cuts to programs that help families afford the basics is because they get that they’re there for ALL OF US when we need them, rather than some mythical THEM.
8/x"
1432,1432,960905469220048896,Thread 82,1517932691,"@GOP Fully 70% report their family had a serious issue w/at least one of the following in the past year:

- findingÃ¢?Â¦ https://t.co/qZcCNJeV2b",70,141,5,https://t.co/qZcCNJeV2b,"Fully 70% report their family had a serious issue w/at least one of the following in the past year:
- finding job w/decent wages
- unable to get medical care b/c of cost
- too little $ to buy food
- paying rent/mortgage
- paying credit card
- paying gas/electric/phone bill
9/x"
1433,1433,960905664276127745,Thread 82,1517932737,@GOP And itÃ¢??s not just folks struggling to make ends meet *today* who get that these programs are there for them whÃ¢?Â¦ https://t.co/fTXYJoxQjk,29,83,1,https://t.co/fTXYJoxQjk,"And it’s not just folks struggling to make ends meet *today* who get that these programs are there for them when they need them...
10/x"
1434,1434,960906303886512128,Thread 82,1517932890,"@GOP 65% say Ã¢??Even if I may not need them now, IÃ¢??m glad our society provides govt services to ensure basic living sÃ¢?Â¦ https://t.co/0g9zQbd3Ii",50,120,1,https://t.co/0g9zQbd3Ii,"65% say “Even if I may not need them now, I’m glad our society provides govt services to ensure basic living standards when times get tough”
vs. 19%: “I don’t envision ever being in a position where I'd need/want healthcare/nutrition/housing/income suppt provided by govt""
11/x"
1435,1435,960906426775408641,Thread 82,1517932919,@GOP And all that scaremongering the GOP has been doing about the Ã¢??unsustainableÃ¢?? deficits theyÃ¢??ve conveniently forÃ¢?Â¦ https://t.co/lb1uDr4N9R,47,114,1,https://t.co/lb1uDr4N9R,"And all that scaremongering the GOP has been doing about the “unsustainable” deficits they’ve conveniently forgotten they jacked up with the
#TrumpTaxScam
?
People aren’t buying it as an excuse to cut critical programs.
12/x"
1436,1436,960906725137240064,Thread 82,1517932990,"@GOP By a 60 percent-to-20 percent margin, voters say:

Ã¢??It is more important to me to help provide basic living stÃ¢?Â¦ https://t.co/xDxFIJqyrW",42,109,2,https://t.co/xDxFIJqyrW,"By a 60 percent-to-20 percent margin, voters say:
“It is more important to me to help provide basic living standards like housing, nutrition, and health care for those struggling to make ends meet” ....
13/x"
1437,1437,960906898177478657,Thread 82,1517933031,"@GOP vs. this:

Ã¢??It is more important to me to address large budget deficits by reducing overall spending on governÃ¢?Â¦ https://t.co/5jftjxY98K",26,77,1,https://t.co/5jftjxY98K,"vs. this:
“It is more important to me to address large budget deficits by reducing overall spending on government assistance programs for low-income people.”
14/x"
1438,1438,960907031560511491,Thread 82,1517933063,"@GOP As I said before, the GOP learned the hard way during the healthcare fight how popular Medicaid is. 

If theyÃ¢?Â¦ https://t.co/L237vf9ZzJ",42,97,2,https://t.co/L237vf9ZzJ,"As I said before, the GOP learned the hard way during the healthcare fight how popular Medicaid is.
If they think they can slash programs that help families afford food, housing, and heating costs with zero political consequences… well, they’ve got another thing coming.
15/x"
1439,1439,960907288335790081,Thread 82,1517933124,"@GOP That's even true when it comes to the GOP's so-called ""work requirements"" in Medicaid -- which are really timeÃ¢?Â¦ https://t.co/M5MySJfxFM",35,83,1,https://t.co/M5MySJfxFM,"That's even true when it comes to the GOP's so-called ""work requirements"" in Medicaid -- which are really time limits on health care for unemployed and underemployed workers.
16/x"
1440,1440,960907989543776256,Thread 82,1517933292,"@GOP Our polling shows that when people understand the consequences of so-called ""work requirements"" -- that peopleÃ¢?Â¦ https://t.co/Co1oT5uQ6U",55,112,2,https://t.co/Co1oT5uQ6U,"Our polling shows that when people understand the consequences of so-called ""work requirements"" -- that people will end up losing health care if they can't find a job/get enough hours at work -- majorities of voters OPPOSE these cruel policies.
17/x"
1441,1441,960908631523897344,Thread 82,1517933445,"@GOP So what are you waiting for? 

Tell @realDonaldTrump @SpeakerRyan and their colleagues in Congress #HandsOff -Ã¢?Â¦ https://t.co/QCMvM1kXhG",61,107,5,https://t.co/QCMvM1kXhG,"So what are you waiting for?
Tell
@realDonaldTrump
@SpeakerRyan
and their colleagues in Congress
#HandsOff
-- and join the fight & share your story of what cuts to Medicaid, housing, food assistance and more would mean to you and your family at
handsoff.org
. /end"
1442,1442,960909027327774720,Thread 82,1517933539,"@GOP @realDonaldTrump @SpeakerRyan **FOR NERDS WHO WANT MORE ON THE POLL**

This was a comprehensive national pollÃ¢?Â¦ https://t.co/HJo5obpTrV",50,100,5,https://t.co/HJo5obpTrV,"**FOR NERDS WHO WANT MORE ON THE POLL**
This was a comprehensive national poll of 2,350 registered voters, conducted by the Center for American Progress and GBA Strategies from January 24-29, 2018.
MORE DETAILS:
americanprogress.org/press/release/…"
1443,1443,960911896881885184,Thread 83,1517934223,"So it's very common for writers to ask why agents don't give feedback. The answer, usually, is that we're busy--butÃ¢?Â¦ https://t.co/2WcCX3SP2Q",138,404,31,https://t.co/2WcCX3SP2Q,"So it's very common for writers to ask why agents don't give feedback. The answer, usually, is that we're busy--but that's hard to grasp on a concrete level. Today, the lovely and talented
@BenFaulknerEd
mentioned reading tons, and out of curiosity, I did the math to compare."
1444,1444,960912163736117250,Thread 83,1517934287,"So we get (I did the math awhile ago) an average of 39.98 queries a workday times 5 days = 2,158 pages/month from qÃ¢?Â¦ https://t.co/n7keDMmnUT",14,75,6,https://t.co/n7keDMmnUT,"So we get (I did the math awhile ago) an average of 39.98 queries a workday times 5 days = 2,158 pages/month from queries. I probably read an average of 2/10 of the included pages, so that's 1 query + 2 pages times 2,158 = 6,474 pages/month."
1445,1445,960912690104426496,Thread 83,1517934412,"For the 2/10, keep in mind that there are a LOT of ""Dear Sirs"" and ""I have published the next bestseller please takÃ¢?Â¦ https://t.co/Fq7i8JZwUg",9,105,5,https://t.co/Fq7i8JZwUg,"For the 2/10, keep in mind that there are a LOT of ""Dear Sirs"" and ""I have published the next bestseller please take it on or else here's my number"" queries. At time of tweeting, I have 6 ""Dear Sir/Madam,"" 2 ""Next bestseller,"" and 1 ""Next JK Rowling"" queries waiting. So."
1446,1446,960913475114622976,Thread 83,1517934600,With a 7.5% request rate (2.99/day times 5 (M-F) times 4 (weeks in month) = 59.97 manuscripts. If I read 20 pages eÃ¢?Â¦ https://t.co/WqVmtbAMfD,5,58,4,https://t.co/WqVmtbAMfD,"With a 7.5% request rate (2.99/day times 5 (M-F) times 4 (weeks in month) = 59.97 manuscripts. If I read 20 pages each on average (keep in mind many are picture books), that's 1,199.4 pages of requested material/month + 6,474 unrequested = 7,673.4 pages a month of submissions."
1447,1447,960914850414301184,Thread 83,1517934927,"Now, I strongly suspect the 7.5 percent is high (this was calculated maybe two years ago?). But even say it's 3 perÃ¢?Â¦ https://t.co/e4smiYL8cG",2,40,2,https://t.co/e4smiYL8cG,"With a 7.5% request rate (2.99/day times 5 (M-F) times 4 (weeks in month) = 59.97 manuscripts. If I read 20 pages each on average (keep in mind many are picture books), that's 1,199.4 pages of requested material/month + 6,474 unrequested = 7,673.4 pages a month of submissions."
1448,1448,960915109962047488,Thread 83,1517934989,"So, yes, we are busy. No, we are not sitting here cackling like ""Haha, I know exactly how to fix her manuscript, anÃ¢?Â¦ https://t.co/H3lroxNUT4",7,121,4,https://t.co/H3lroxNUT4,"Now, I strongly suspect the 7.5 percent is high (this was calculated maybe two years ago?). But even say it's 3 percent now, that's 1.1994 requests a day, times 5 (M-F), times 4 (weeks) times 20 (average pages read) = 479.76 requested pages read/month."
1449,1449,960915522119487488,Thread 83,1517935088,Do I try to keep up? Yes! Do I achieve inbox zero? No! Inbox 100? No. Do I try to keep in touch about delays? Yes!Ã¢?Â¦ https://t.co/ILAoVt9FE1,6,113,3,https://t.co/ILAoVt9FE1,"So, yes, we are busy. No, we are not sitting here cackling like ""Haha, I know exactly how to fix her manuscript, and I'm not telling her! Why? Because! Bwahahahaa!"" Much as I receive a lot of correspondence to this effect."
